epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,68.6279,0.82481,0.63212,0.95812,0.91366,0.69406,0.78101,0.53666,0.85467,0.5747,1.00396,0.000848969,0.000848969,0.000848969
43,70.1645,0.80618,0.62988,0.94704,0.87686,0.70626,0.79148,0.55623,0.86378,0.58395,0.99337,0.000834822,0.000834822,0.000834822
44,71.7239,0.73431,0.65535,0.9557,0.86475,0.7385,0.7977,0.56851,0.82576,0.58382,0.98932,0.000820675,0.000820675,0.000820675
45,73.2879,0.79373,0.58227,0.9468,0.94584,0.6801,0.7733,0.55871,0.86069,0.60955,1.00611,0.000806528,0.000806528,0.000806528
46,74.8729,0.78239,0.62092,0.9677,0.92257,0.69066,0.77192,0.55489,0.88898,0.59194,1.04847,0.00079238,0.00079238,0.00079238
47,76.4243,0.72361,0.56447,0.92661,0.94086,0.7201,0.78046,0.54803,0.87507,0.62259,1.04031,0.000778233,0.000778233,0.000778233
48,77.9628,0.77672,0.62458,0.94589,0.9741,0.69948,0.80749,0.57464,0.81709,0.56484,0.98078,0.000764086,0.000764086,0.000764086
49,79.5276,0.76621,0.59401,0.99334,0.97469,0.69669,0.79011,0.57289,0.84776,0.54179,1.01012,0.000749939,0.000749939,0.000749939
50,81.1977,0.75248,0.57377,0.94814,0.87315,0.70637,0.77654,0.56217,0.83752,0.54858,1.00622,0.000735792,0.000735792,0.000735792
51,82.7108,0.70391,0.54708,0.92695,0.89827,0.71582,0.75216,0.57634,0.82307,0.54591,0.97005,0.000721645,0.000721645,0.000721645
52,84.278,0.68965,0.52141,0.91782,0.96402,0.68103,0.77362,0.57109,0.82793,0.54826,0.96926,0.000707498,0.000707498,0.000707498
53,85.8061,0.77734,0.59868,0.98063,0.86976,0.70049,0.78167,0.566,0.80847,0.55751,0.96457,0.000693351,0.000693351,0.000693351
54,87.3847,0.71119,0.54263,0.93678,0.97939,0.68894,0.76466,0.55169,0.81614,0.52847,0.97594,0.000679204,0.000679204,0.000679204
55,88.9344,0.74385,0.56243,0.92383,0.95067,0.68679,0.75804,0.54978,0.81096,0.52287,0.97606,0.000665057,0.000665057,0.000665057
56,90.4951,0.73049,0.5405,0.91875,0.94934,0.68356,0.77268,0.54841,0.84393,0.54239,1.01438,0.000650909,0.000650909,0.000650909
57,92.0351,0.68969,0.54295,0.93607,0.91841,0.69615,0.76552,0.5504,0.8236,0.51488,0.98362,0.000636762,0.000636762,0.000636762
58,93.5956,0.77862,0.58564,0.93555,0.94949,0.70507,0.76901,0.55119,0.83534,0.53568,0.98677,0.000622615,0.000622615,0.000622615
59,95.258,0.66381,0.53909,0.90989,0.94074,0.69432,0.76908,0.54884,0.86581,0.55606,1.01086,0.000608468,0.000608468,0.000608468
60,96.8684,0.65066,0.49745,0.8898,0.87686,0.77192,0.80521,0.55224,0.9047,0.56087,1.05908,0.000594321,0.000594321,0.000594321
61,98.4418,0.72788,0.54079,0.92969,0.89967,0.77292,0.80153,0.57718,0.84838,0.52321,1.00409,0.000580174,0.000580174,0.000580174
62,100.037,0.73642,0.56493,0.93699,0.92837,0.7175,0.77785,0.54188,0.87285,0.53386,1.01395,0.000566027,0.000566027,0.000566027
63,101.572,0.68935,0.50326,0.92104,0.96382,0.70106,0.78053,0.55027,0.86992,0.51594,1.00236,0.00055188,0.00055188,0.00055188
64,103.225,0.73583,0.57479,0.91781,0.93287,0.70017,0.8337,0.57833,0.82324,0.48595,0.98401,0.000537733,0.000537733,0.000537733
